SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,ITEM_Description,ITEM_Status
ES-09,EL,E58-06(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-10,EL,E58-06(ES-10),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-11,EL,E58-06(ES-11),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-06,EL,E58-07(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-07,EL,E58-07(ES-07),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-07(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-07(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-10,EL,E58-07(ES-10),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-11,EL,E58-07(ES-11),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-06,EL,E58-08(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-07,EL,E58-08(ES-07),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-08(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-08(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-10,EL,E58-08(ES-10),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-11,EL,E58-08(ES-11),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-06,EL,E58-09(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-07,EL,E58-09(ES-07),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-09(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-09(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-10,EL,E58-09(ES-10),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-11,EL,E58-09(ES-11),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-06,EL,E58-10(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-07,EL,E58-10(ES-07),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-10(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-10(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-10,EL,E58-10(ES-10),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-11,EL,E58-10(ES-11),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-06,EL,E58-11(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-07,EL,E58-11(ES-07),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-11(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-11(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-11,EL,E58-11(ES-11),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-06,EL,E58-12(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-12(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-12(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-11,EL,E58-12(ES-11),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-06,EL,E58-13(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-13(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-13(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-06,EL,E58-14(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-14(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-14(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-06,EL,E58-15(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-15(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-15(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-06,EL,E58-16(ES-06),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-08,EL,E58-16(ES-08),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-09,EL,E58-16(ES-09),Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-06,EL,E58-17,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-06,EL,E58-18,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-06,EL,E58-19,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-06,EL,E58-20,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,0%
ES-02,EL,E58-CR-01,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-02,EL,E58-CR-02,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-02,EL,E58-CR-03,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-02,EL,E58-CR-04,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-02,EL,E58-CR-05,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-02,EL,E58-CR-06,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-02,EL,E58-CR-07,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-02,EL,E58-CR-08,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,Done
ES-03,EL,E58-LAB-01,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-03,EL,E58-LAB-02,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-03,EL,E58-LAB-03,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-03,EL,E58-LAB-04,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-03,EL,E58-LAB-05,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-03,EL,E58-LAB-06,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-01,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-02,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-03,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-04,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-05,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-06,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-07,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-08,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-09,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-10,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-11,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-12,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-01,EL,E58-SS-13,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-05,EL,E58-WH-01,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-05,EL,E58-WH-02,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-05,EL,E58-WH-03,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-05,EL,E58-WH-04,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
ES-05,EL,E58-WH-05,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE,DONE
1000-03,MES,E-6001,Exchanger(E),Saturator Feed /Effluent Exchanger,25%
ES-02,EL,E60-01,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
1000-03,MES,E-6002,Exchanger(E),Process Condensate Preheater,25%
ES-02,EL,E60-02,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
1000-03,MES,E-6003,Exchanger(E),Saturator Blow-down Cooler,25%
ES-02,EL,E60-03,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
1000-03,MES,E-6004,Exchanger(E),Wash Water Preheater,25%
ES-02,EL,E60-04,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-02,EL,E60-05,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-02,EL,E60-06,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-02,EL,E60-07,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-02,EL,E60-08,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-02,EL,E60-09,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-03,EL,E6-01(ES-03),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,DONE
ES-06,EL,E6-01(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-07,EL,E6-01(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-08,EL,E6-01(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-02,EL,E60-10,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-02,EL,E60-11,Earthing System,EARTH PIT WITH 70mm2 EARTH WIRE AND 3.6m LENGTH ROD,Done
ES-06,EL,E6-02(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-07,EL,E6-02(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-08,EL,E6-02(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-07,EL,E6-03(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-08,EL,E6-03(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 70 TO 35mm2,0%
ES-05,EL,E61-01,Earthing System,TYPICAL EARTH CONNECTION TO REINFORCEMENT BAR,DONE
ES-05,EL,E61-02,Earthing System,TYPICAL EARTH CONNECTION TO REINFORCEMENT BAR,DONE
ES-06,EL,E63-01(ES-06),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-07,EL,E63-01(ES-07),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-08,EL,E63-01(ES-08),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-01(ES-10),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-06,EL,E63-02(ES-06),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-07,EL,E63-02(ES-07),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-08,EL,E63-02(ES-08),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-02(ES-10),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-06,EL,E63-03(ES-06),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-07,EL,E63-03(ES-07),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-08,EL,E63-03(ES-08),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-03(ES-10),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-06,EL,E63-04(ES-06),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-07,EL,E63-04(ES-07),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-08,EL,E63-04(ES-08),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-04(ES-10),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-06,EL,E63-05(ES-06),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-08,EL,E63-05(ES-08),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-05(ES-10),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-06,EL,E63-06(ES-06),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-08,EL,E63-06(ES-08),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-06(ES-10),Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-07,Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
ES-10,EL,E63-08,Earthing System,EARTHING CONNECTION WITH 70 mm2 EARTH WIRETO HORIZONTAL MV MOTOR,0%
4000-05,MES,E-7001,Exchanger(E),Blow down Cooler for D7003,Done
ES-02,EL,E8-01(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-05,EL,E8-01(ES-05),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-06,EL,E8-01(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-01(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-01(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-01(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-01(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-01(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-01,EL,E8-02(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-02(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-06,EL,E8-02(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-02(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-02(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-02(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-02(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-02(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-10,EL,E8-02_01,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-01,EL,E8-03(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-03(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-06,EL,E8-03(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-03(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-03(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-03(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-03(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-03(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-10,EL,E8-03_01,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-01,EL,E8-04(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-04(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-06,EL,E8-04(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-04(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-04(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-04(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-04(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-04(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-01,EL,E8-05(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-05(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-06,EL,E8-05(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-05(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-05(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-05(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-05(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-05(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-11,EL,E8-05_01,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-11,EL,E8-05_02,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-01,EL,E8-06(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-06(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-06,EL,E8-06(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-06(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-06(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-06(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-06(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-06_01,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-06_02,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-01,EL,E8-07(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-07(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-06,EL,E8-07(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-07(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-07(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-07(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-07(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-02,EL,E8-08(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-03,EL,E8-08(ES-03),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-06,EL,E8-08(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-08(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-08(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-08(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-08(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-08(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-02,EL,E8-09(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-03,EL,E8-09(ES-03),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-06,EL,E8-09(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-09(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-09(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-09(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-09(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-09(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-10,EL,E8-09_01,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-02,EL,E8-10(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-07,EL,E8-10(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-10(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-10(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-10(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-10(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-01,EL,E8-11(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-11(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-07,EL,E8-11(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-11(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-11(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-11(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-11(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-01,EL,E8-12(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-12(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-07,EL,E8-12(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-12(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-12(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-12(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-12(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-09,EL,E8-12_01,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-01,EL,E8-13(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-13(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-07,EL,E8-13(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-13(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-13(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-13(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-13(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-01,EL,E8-14(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-14(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-06,EL,E8-14(ES-06),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-07,EL,E8-14(ES-07),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-08,EL,E8-14(ES-08),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-09,EL,E8-14(ES-09),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-10,EL,E8-14(ES-10),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-11,EL,E8-14(ES-11),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
ES-07,EL,E8-14_01,Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,0%
ES-01,EL,E8-15(ES-01),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,DONE
ES-02,EL,E8-15(ES-02),Earthing System,THERMOWELD EARTH CONNECTION 35 TO 70mm2,Done
