SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No
120-07,EL,EBP-SS-SWB3A-05_AS,Power Cable B,B,Tag No shall be installed.,PL-11709
120-07,EL,EBP-SS-SWB3B-01_AS,Power Cable B,B,Tag No shall be installed.,PL-11702
120-07,EL,EBP-SS-SWB3B-01_AS,Power Cable B,A,cable shall be fixed by clamp,PL-12005
120-07,EL,EBP-SS-SWB3B-01_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12106
120-07,EL,EBP-SS-SWB3B-02_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12108
120-07,EL,EBP-SS-SWB3B-02_AS,Power Cable B,A,cable shall be fixed by clamp,PL-12007
120-07,EL,EBP-SS-SWB3B-02_AS,Power Cable B,B,Tag No shall be installed.,PL-11704
120-07,EL,EBP-SS-SWB3B-03_AS,Power Cable B,B,Tag No shall be installed.,PL-11706
120-07,EL,EBP-SS-SWB3B-03_AS,Power Cable B,A,cable shall be fixed by clamp,PL-12009
120-07,EL,EBP-SS-SWB3B-03_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12110
120-07,EL,EBP-SS-SWB3B-04_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12112
120-07,EL,EBP-SS-SWB3B-04_AS,Power Cable B,A,cable shall be fixed by clamp,PL-12011
120-07,EL,EBP-SS-SWB3B-04_AS,Power Cable B,B,Tag No shall be installed.,PL-11708
120-07,EL,EBP-SS-SWB3B-05_AS,Power Cable B,B,Tag No shall be installed.,PL-11710
120-07,EL,EBP-SS-SWB3B-05_AS,Power Cable B,A,cable shall be fixed by clamp,PL-12013
120-07,EL,EBP-SS-SWB3B-05_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12114
120-07,EL,EBP-SS-TR1A-01_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12087
120-07,EL,EBP-SS-TR1A-01_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11986
120-07,EL,EBP-SS-TR1A-01_AS,Power Cable B,B,Tag No shall be installed.,PL-11683
120-07,EL,EBP-SS-TR1B-01_AS,Power Cable B,B,Tag No shall be installed.,PL-11684
120-07,EL,EBP-SS-TR1B-01_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11987
120-07,EL,EBP-SS-TR1B-01_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12088
120-07,EL,EBP-SS-TR2A-01_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12089
120-07,EL,EBP-SS-TR2A-01_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11988
120-07,EL,EBP-SS-TR2A-01_AS,Power Cable B,B,Tag No shall be installed.,PL-11685
120-07,EL,EBP-SS-TR2A-02_AS,Power Cable B,B,Tag No shall be installed.,PL-11687
120-07,EL,EBP-SS-TR2A-02_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11990
120-07,EL,EBP-SS-TR2A-02_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12091
120-07,EL,EBP-SS-TR2A-03_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12093
120-07,EL,EBP-SS-TR2A-03_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11992
120-07,EL,EBP-SS-TR2A-03_AS,Power Cable B,B,Tag No shall be installed.,PL-11689
120-07,EL,EBP-SS-TR2A-04_AS,Power Cable B,B,Tag No shall be installed.,PL-11691
120-07,EL,EBP-SS-TR2A-04_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11994
120-07,EL,EBP-SS-TR2A-04_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12095
120-07,EL,EBP-SS-TR2A-05_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11996
120-07,EL,EBP-SS-TR2A-05_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12097
120-07,EL,EBP-SS-TR2A-05_AS,Power Cable B,B,Tag No shall be installed.,PL-11693
120-07,EL,EBP-SS-TR2A-06_AS,Power Cable B,B,Tag No shall be installed.,PL-11695
120-07,EL,EBP-SS-TR2A-06_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12099
120-07,EL,EBP-SS-TR2A-06_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11998
120-07,EL,EBP-SS-TR2B-01_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11989
120-07,EL,EBP-SS-TR2B-01_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12090
120-07,EL,EBP-SS-TR2B-01_AS,Power Cable B,B,Tag No shall be installed.,PL-11686
120-07,EL,EBP-SS-TR2B-02_AS,Power Cable B,B,Tag No shall be installed.,PL-11688
120-07,EL,EBP-SS-TR2B-02_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12092
120-07,EL,EBP-SS-TR2B-02_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11991
120-07,EL,EBP-SS-TR2B-03_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11993
120-07,EL,EBP-SS-TR2B-03_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12094
120-07,EL,EBP-SS-TR2B-03_AS,Power Cable B,B,Tag No shall be installed.,PL-11690
120-07,EL,EBP-SS-TR2B-04_AS,Power Cable B,B,Tag No shall be installed.,PL-11692
120-07,EL,EBP-SS-TR2B-04_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12096
120-07,EL,EBP-SS-TR2B-04_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11995
120-07,EL,EBP-SS-TR2B-05_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11997
120-07,EL,EBP-SS-TR2B-05_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12098
120-07,EL,EBP-SS-TR2B-05_AS,Power Cable B,B,Tag No shall be installed.,PL-11694
120-07,EL,EBP-SS-TR2B-06_AS,Power Cable B,B,Tag No shall be installed.,PL-11696
120-07,EL,EBP-SS-TR2B-06_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12100
120-07,EL,EBP-SS-TR2B-06_AS,Power Cable B,A,cable shall be fixed by clamp,PL-11999
120-07,EL,EBP-SS-UPS-01_AS,Power Cable B,A,cable shall be fixed by clamp,PL-12016
120-07,EL,EBP-SS-UPS-01_AS,Power Cable B,C,Cleaning ladder shall be done.,PL-12117
120-07,EL,EBP-SS-UPS-01_AS,Power Cable B,B,Tag No shall be installed.,PL-11713
LS-02,EL,EBP-YO-ELP-01,Power Cable B,B,S.S tags shall be install.,PL-04760
LS-01,EL,EBP-YO-LP-01,Power Cable B,B,S.S tags shall be install.,PL-04758
120-02,EL,ECC-C2002-HE-2_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25829
120-02,EL,ECC-C2002-HE-2_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25847
120-02,EL,ECC-C2002-MP-1B_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25848
120-02,EL,ECC-C2002-MP-1B_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25830
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25865
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25870
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,B,CABLE SHALL BE FIXED.,PL-25875
FGS-09,EL,ECC-CR-SIP-01,Power Cable B,C,CLEANING SHALL BE DONE.,PL-25880
120-09,EL,ECC-CR-UIS-01,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26643
120-09,EL,ECC-CR-UIS-01,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26657
120-09,EL,ECC-CR-UIS-01,Power Cable B,C,CLEANING SHALL BE DONE.,PL-26671
120-09,EL,ECC-F&G-UPS-01,Power Cable B,C,CLEANING SHALL BE DONE.,PL-26672
120-09,EL,ECC-F&G-UPS-01,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26658
120-09,EL,ECC-F&G-UPS-01,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26644
120-02,EL,ECC-FT2001-HE-1_1,Power Cable B,C,CLEANING CABLE ROOM SHALL BE DONE,PL-28228
120-02,EL,ECC-FT2001-HE-1_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28193
120-02,EL,ECC-FT2001-HE-1_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28158
120-02,EL,ECC-FT2001-HE-1_1,Power Cable B,A,WIRE CONNECTION SHALL BE DONE,PL-28123
120-02,EL,ECC-FT2001-HE-1_1,Power Cable B,A,EARTH GLAND(EARTH LUG)SHALL BE INSTALL,PL-28088
120-02,EL,ECC-FT2001-HE-1_1,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28053
120-02,EL,ECC-FT2001-HE-1_1,Power Cable B,A,CORE NUMBERS IS NOT HEATED AND FIXED PROPERIY,PL-28018
120-02,EL,ECC-FT2001-MP-1_1,Power Cable B,A,CORE NUMBERS IS NOT HEATED AND FIXED PROPERIY,PL-28019
120-02,EL,ECC-FT2001-MP-1_1,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28054
120-02,EL,ECC-FT2001-MP-1_1,Power Cable B,A,EARTH GLAND(EARTH LUG)SHALL BE INSTALL,PL-28089
120-02,EL,ECC-FT2001-MP-1_1,Power Cable B,A,WIRE CONNECTION SHALL BE DONE,PL-28124
120-02,EL,ECC-FT2001-MP-1_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28159
120-02,EL,ECC-FT2001-MP-1_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28194
120-02,EL,ECC-FT2001-MP-1_1,Power Cable B,C,CLEANING CABLE ROOM SHALL BE DONE,PL-28229
120-09,EL,ECC-FT2001-MP-3_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26645
120-09,EL,ECC-FT2001-MP-3_1,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26659
120-09,EL,ECC-FT2001-MP-3_1,Power Cable B,C,CLEANING SHALL BE DONE.,PL-26673
120-09,EL,ECC-FT2002-MP-3_1,Power Cable B,C,CLEANING SHALL BE DONE.,PL-26674
120-09,EL,ECC-FT2002-MP-3_1,Power Cable B,B,CABLE TAG SHALL BE INSTALLED.,PL-26660
120-09,EL,ECC-FT2002-MP-3_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26646
120-02,EL,ECC-FT7001A-HE-1_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25831
120-02,EL,ECC-FT7001A-HE-1_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25849
120-02,EL,ECC-FT7001A-HE-2_1,Power Cable B,B,Tag No shall be installed.,PL-08992
120-02,EL,ECC-FT7001A-HE-2_1,Power Cable B,A,cable shall be fixed by clamp,PL-09094
120-02,EL,ECC-FT7001A-MP-1A_1,Power Cable B,C,CLEANING CABLE ROOM SHALL BE DONE,PL-28230
120-02,EL,ECC-FT7001A-MP-1A_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28195
120-02,EL,ECC-FT7001A-MP-1A_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28160
120-02,EL,ECC-FT7001A-MP-1A_1,Power Cable B,A,WIRE CONNECTION SHALL BE DONE,PL-28125
120-02,EL,ECC-FT7001A-MP-1A_1,Power Cable B,A,EARTH GLAND(EARTH LUG)SHALL BE INSTALL,PL-28090
120-02,EL,ECC-FT7001A-MP-1A_1,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28055
120-02,EL,ECC-FT7001A-MP-1A_1,Power Cable B,A,CORE NUMBERS IS NOT HEATED AND FIXED PROPERIY,PL-28020
120-02,EL,ECC-FT7001B-HE-1_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25850
120-02,EL,ECC-FT7001B-HE-1_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-25832
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,A,CORE NUMBERS IS NOT HEATED AND FIXED PROPERIY,PL-28021
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28056
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,A,EARTH GLAND(EARTH LUG)SHALL BE INSTALL,PL-28091
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,A,WIRE CONNECTION SHALL BE DONE,PL-28126
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28161
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28196
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,C,CLEANING CABLE ROOM SHALL BE DONE,PL-28231
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,A,cable shall be fixed by clamp,PL-09095
120-02,EL,ECC-FT7001B-HE-2_1,Power Cable B,B,Tag No shall be installed.,PL-08993
120-02,EL,ECC-FT7001B-MP-1A_1,Power Cable B,C,CLEANING CABLE ROOM SHALL BE DONE,PL-28232
120-02,EL,ECC-FT7001B-MP-1A_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28197
120-02,EL,ECC-FT7001B-MP-1A_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28162
120-02,EL,ECC-FT7001B-MP-1A_1,Power Cable B,A,WIRE CONNECTION SHALL BE DONE,PL-28127
120-02,EL,ECC-FT7001B-MP-1A_1,Power Cable B,A,EARTH GLAND(EARTH LUG)SHALL BE INSTALL,PL-28092
120-02,EL,ECC-FT7001B-MP-1A_1,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28057
120-02,EL,ECC-FT7001B-MP-1A_1,Power Cable B,A,CORE NUMBERS IS NOT HEATED AND FIXED PROPERIY,PL-28022
120-03,EL,ECC-FT8001A-HE-1_1,Power Cable B,B,CABLE TAG NO SHALL BE INSTALL.,PL-22477
120-03,EL,ECC-FT8001A-HE-2_1,Power Cable B,B,CABLE TAG NO SHALL BE INSTALL.,PL-22478
120-03,EL,ECC-FT8001A-HE-3_1,Power Cable B,B,Tag No shall be installed.,PL-09000
120-03,EL,ECC-FT8001A-HE-3_1,Power Cable B,A,cable shall be fixed by clamp,PL-09102
120-02,EL,ECC-FT8001A-MP-1A_1,Power Cable B,A,cable shall be fixed by clamp,PL-09086
120-02,EL,ECC-FT8001A-MP-1A_1,Power Cable B,B,Tag No shall be installed.,PL-08984
120-02,EL,ECC-FT8001A-MP-1A_1,Power Cable B,B,S.S TAG SHOULD BE DONE.,PL-24423
120-03,EL,ECC-FT8001B-HE-1_1,Power Cable B,B,Tag No shall be installed.,PL-09001
120-03,EL,ECC-FT8001B-HE-1_1,Power Cable B,A,cable shall be fixed by clamp,PL-09103
120-03,EL,ECC-FT8001B-HE-2_1,Power Cable B,A,cable shall be fixed by clamp,PL-09104
120-03,EL,ECC-FT8001B-HE-2_1,Power Cable B,B,Tag No shall be installed.,PL-09002
120-03,EL,ECC-FT8001B-HE-3_1,Power Cable B,B,CABLE TAG NO SHALL BE INSTALL.,PL-22479
120-03,EL,ECC-FT8001B-HE-3_1,Power Cable B,C,CLEANING SHALL BE DONE.,PL-22567
120-02,EL,ECC-FT8001B-MP-1A_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-25851
120-02,EL,ECC-FT8001B-MP-1A_1,Power Cable B,A,cable shall be fixed by clamp,PL-09087
120-02,EL,ECC-FT8001B-MP-1A_1,Power Cable B,B,Tag No shall be installed.,PL-08985
120-02,EL,ECC-H-3012_1,Power Cable B,A,CORE NUMBERS IS NOT HEATED AND FIXED PROPERIY,PL-28023
120-02,EL,ECC-H-3012_1,Power Cable B,B,HEAT SHRINK IS NOT HEATED,PL-28058
120-02,EL,ECC-H-3012_1,Power Cable B,A,EARTH GLAND(EARTH LUG)SHALL BE INSTALL,PL-28093
120-02,EL,ECC-H-3012_1,Power Cable B,A,WIRE CONNECTION SHALL BE DONE,PL-28128
120-02,EL,ECC-H-3012_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE,PL-28163
120-02,EL,ECC-H-3012_1,Power Cable B,B,TAG NO (S.S) SHALL INSTALLED,PL-28198
120-02,EL,ECC-H-3012_1,Power Cable B,C,CLEANING CABLE ROOM SHALL BE DONE,PL-28233
120-05,EL,ECC-MAE-2026-01_1,Power Cable B,B,Heat shrink shall be installed.,PL-12613
120-05,EL,ECC-MAE-2026-01_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12596
120-05,EL,ECC-MAE-2026-01_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15300
120-05,EL,ECC-MAE-2026-02_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15303
120-05,EL,ECC-MAE-2026-02_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12599
120-05,EL,ECC-MAE-2026-02_1,Power Cable B,B,Heat shrink shall be installed.,PL-12616
120-05,EL,ECC-MAE-2026-03_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12597
120-05,EL,ECC-MAE-2026-03_1,Power Cable B,B,Heat shrink shall be installed.,PL-12614
120-05,EL,ECC-MAE-2026-03_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15301
120-05,EL,ECC-MAE-2026-04_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15304
120-05,EL,ECC-MAE-2026-04_1,Power Cable B,B,Heat shrink shall be installed.,PL-12617
120-05,EL,ECC-MAE-2026-04_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12600
120-05,EL,ECC-MAE-2026-05_1,Power Cable B,B,CABLE ARRANGEMENT SHALL BE DONE.,PL-26300
120-05,EL,ECC-MAE-2026-05_1,Power Cable B,B,TAG NO(S.S) SHALL BE INSTALLED.,PL-26315
120-05,EL,ECC-MAE-2026-05_1,Power Cable B,C,CLEANING  CABLE ROOM SHALL BE DONE.,PL-26330
120-05,EL,ECC-MAE-2026-06_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12601
120-05,EL,ECC-MAE-2026-06_1,Power Cable B,B,Heat shrink shall be installed.,PL-12618
120-05,EL,ECC-MAE-2026-06_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15305
120-05,EL,ECC-MAE-2026-07_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15302
120-05,EL,ECC-MAE-2026-07_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12598
120-05,EL,ECC-MAE-2026-07_1,Power Cable B,B,Heat shrink shall be installed.,PL-12615
120-05,EL,ECC-MAE-2026-08_1,Power Cable B,B,Heat shrink shall be installed.,PL-12619
120-05,EL,ECC-MAE-2026-08_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12602
120-05,EL,ECC-MAE-2026-08_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15306
120-06,EL,ECC-MAE-2026-09_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15307
120-06,EL,ECC-MAE-2026-09_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12603
120-06,EL,ECC-MAE-2026-09_1,Power Cable B,B,Heat shrink shall be installed.,PL-12620
120-06,EL,ECC-MAE-2026-10_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12608
120-06,EL,ECC-MAE-2026-10_1,Power Cable B,B,Heat shrink shall be installed.,PL-12625
120-06,EL,ECC-MAE-2026-10_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15312
120-06,EL,ECC-MAE-2026-11_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15308
120-06,EL,ECC-MAE-2026-11_1,Power Cable B,B,Heat shrink shall be installed.,PL-12621
120-06,EL,ECC-MAE-2026-11_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12604
120-06,EL,ECC-MAE-2026-12_1,Power Cable B,B,Heat shrink shall be installed.,PL-12626
120-06,EL,ECC-MAE-2026-12_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12609
120-06,EL,ECC-MAE-2026-12_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15313
120-06,EL,ECC-MAE-3002_1-02_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15045
120-06,EL,ECC-MAE-3002_1-02_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14727
120-06,EL,ECC-MAE-3002_1-04_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14728
120-06,EL,ECC-MAE-3002_1-04_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15046
120-06,EL,ECC-MAE-3002_1-06_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15047
120-06,EL,ECC-MAE-3002_1-06_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14729
120-06,EL,ECC-MAE-3002_2-02_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14730
120-06,EL,ECC-MAE-3002_2-02_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15048
120-06,EL,ECC-MAE-3002_2-04_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15049
120-06,EL,ECC-MAE-3002_2-04_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14731
120-06,EL,ECC-MAE-3002_2-06_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14732
120-06,EL,ECC-MAE-3002_2-06_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15050
120-06,EL,ECC-MAE-3002_2-08_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15051
120-06,EL,ECC-MAE-3002_2-08_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14733
120-06,EL,ECC-MAE-3002_3-02_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14734
120-06,EL,ECC-MAE-3002_3-02_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15052
120-06,EL,ECC-MAE-3002_3-04_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15053
120-06,EL,ECC-MAE-3002_3-04_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14735
120-06,EL,ECC-MAE-3002_3-08_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-14736
120-06,EL,ECC-MAE-3002_3-08_1,Power Cable B,C,Cleaning ladder shall be done.,PL-15054
120-06,EL,ECC-MAE-5004-01_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15309
120-06,EL,ECC-MAE-5004-01_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12605
120-06,EL,ECC-MAE-5004-01_1,Power Cable B,B,Heat shrink shall be installed.,PL-12622
120-06,EL,ECC-MAE-5004-02_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12610
120-06,EL,ECC-MAE-5004-02_1,Power Cable B,B,Heat shrink shall be installed.,PL-12627
120-06,EL,ECC-MAE-5004-02_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15314
120-06,EL,ECC-MAE-5004-03_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15310
120-06,EL,ECC-MAE-5004-03_1,Power Cable B,B,Heat shrink shall be installed.,PL-12623
120-06,EL,ECC-MAE-5004-03_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12606
120-06,EL,ECC-MAE-5004-04_1,Power Cable B,B,Heat shrink shall be installed.,PL-12628
120-06,EL,ECC-MAE-5004-04_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12611
120-06,EL,ECC-MAE-5004-04_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15315
120-06,EL,ECC-MAE-5004-05_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15311
120-06,EL,ECC-MAE-5004-05_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12607
120-06,EL,ECC-MAE-5004-05_1,Power Cable B,B,Heat shrink shall be installed.,PL-12624
120-06,EL,ECC-MAE-5004-06_1,Power Cable B,A,EARTH GLAND SHALL BE INSTALLED.,PL-12612
120-06,EL,ECC-MAE-5004-06_1,Power Cable B,B,Heat shrink shall be installed.,PL-12629
120-06,EL,ECC-MAE-5004-06_1,Power Cable B,B,TAG NO Shall Be INSTALLED.,PL-15316
120-06,EL,ECC-MAE-5004-07_1,Power Cable B,A,EARTH JUMPER SHOULD BE DONE,PL-12500
120-06,EL,ECC-MAE-5004-07_1,Power Cable B,A,EARTH  LUG SHOULD BE DONE,PL-12525
120-06,EL,ECC-MAE-5004-07_1,Power Cable B,B,SHRINK SHOULD BE DONE,PL-12475
120-06,EL,ECC-MAE-5004-07_1,Power Cable B,B,tag no S.S shall be installed.,PL-09694
120-06,EL,ECC-MAE-5004-08_1,Power Cable B,B,tag no S.S shall be installed.,PL-09697
120-06,EL,ECC-MAE-5004-08_1,Power Cable B,A,EARTH JUMPER SHOULD BE DONE,PL-12503
120-06,EL,ECC-MAE-5004-08_1,Power Cable B,B,SHRINK SHOULD BE DONE,PL-12478
120-06,EL,ECC-MAE-5004-08_1,Power Cable B,A,EARTH  LUG SHOULD BE DONE,PL-12528
120-06,EL,ECC-MAE-5004-09_1,Power Cable B,A,EARTH JUMPER SHOULD BE DONE,PL-12501
120-06,EL,ECC-MAE-5004-09_1,Power Cable B,A,EARTH  LUG SHOULD BE DONE,PL-12526
120-06,EL,ECC-MAE-5004-09_1,Power Cable B,B,SHRINK SHOULD BE DONE,PL-12476
120-06,EL,ECC-MAE-5004-09_1,Power Cable B,B,tag no S.S shall be installed.,PL-09695
120-06,EL,ECC-MAE-5004-10_1,Power Cable B,B,tag no S.S shall be installed.,PL-09698
120-06,EL,ECC-MAE-5004-10_1,Power Cable B,A,EARTH JUMPER SHOULD BE DONE,PL-12504
120-06,EL,ECC-MAE-5004-10_1,Power Cable B,B,SHRINK SHOULD BE DONE,PL-12479
120-06,EL,ECC-MAE-5004-10_1,Power Cable B,A,EARTH  LUG SHOULD BE DONE,PL-12529
120-06,EL,ECC-MAE-5004-11_1,Power Cable B,A,EARTH JUMPER SHOULD BE DONE,PL-12502
120-06,EL,ECC-MAE-5004-11_1,Power Cable B,A,EARTH  LUG SHOULD BE DONE,PL-12527
120-06,EL,ECC-MAE-5004-11_1,Power Cable B,B,SHRINK SHOULD BE DONE,PL-12477
120-06,EL,ECC-MAE-5004-11_1,Power Cable B,B,tag no S.S shall be installed.,PL-09696
120-06,EL,ECC-MAE-5004-12_1,Power Cable B,B,tag no S.S shall be installed.,PL-09699
120-06,EL,ECC-MAE-5004-12_1,Power Cable B,A,EARTH JUMPER SHOULD BE DONE,PL-12505
120-06,EL,ECC-MAE-5004-12_1,Power Cable B,B,SHRINK SHOULD BE DONE,PL-12480
120-06,EL,ECC-MAE-5004-12_1,Power Cable B,A,EARTH  LUG SHOULD BE DONE,PL-12530
120-04,EL,ECC-MAE-5005A-01_1,Power Cable B,A,EARTH JUMPER SHOULD BE DONE,PL-12481
120-04,EL,ECC-MAE-5005A-01_1,Power Cable B,A,EARTH  LUG SHOULD BE DONE,PL-12506
120-04,EL,ECC-MAE-5005A-01_1,Power Cable B,B,SHRINK SHOULD BE DONE,PL-12456
120-04,EL,ECC-MAE-5005A-01_1,Power Cable B,B,tag no S.S shall be installed.,PL-09675
